Type,New_Renew,Level,Year,Month,org
Dept,N/A,Silver,2013,Nov,"University College London, UCL Medical School"
Dept,N/A,Silver,2013,Nov,"University of Birmingham, College of Medical and Dental Sciences"
Dept,N/A,Silver,2013,Nov,"University of Liverpool, Institute of Integrative Biology"
Dept,N/A,Silver,2013,Nov,"University of Liverpool, Institute of Translational Medicine"
Dept,N/A,Silver,2013,Nov,"University of Nottingham, School of Life Sciences"
Dept,N/A,Silver,2013,Nov,"University of Nottingham, School of Physics and Astronomy"
Dept,N/A,Silver,2013,Nov,"University of Oxford, Department of Primary Care Health Sciences"
Dept,N/A,Silver,2013,Nov,"University of Reading, School of Mathematical and Physical Sciences"
Dept,N/A,Silver,2013,Nov,"University of Sheffield, Department of Chemical and Biological Engineering"
Dept,N/A,Silver,2013,Nov,"University of Warwick, Department of Physics"
Dept,N/A,Bronze,2013,Apr,"Cardiff University, School of Psychology"
Dept,N/A,Bronze,2013,Apr,"Keele University, School of Medicine and Institute for Science and Technology in Medicine"
Dept,N/A,Bronze,2013,Apr,"Keele University, School of Psychology"
Dept,N/A,Bronze,2013,Apr,"Lancaster University, Lancaster Environment Centre"
Dept,N/A,Bronze,2013,Apr,"Queen Mary, University of London, Barts and the London School of Medicine"
Dept,N/A,Bronze,2013,Apr,"Queen Mary, University of London, School of Mathematical Sciences"
Dept,N/A,Bronze,2013,Apr,"Royal Holloway, University of London, Department of Computer Science"
Dept,N/A,Bronze,2013,Apr,"Swansea University, College of Human and Health Sciences"
Dept,N/A,Bronze,2013,Apr,"University College London, Institute of Neurology"
Dept,N/A,Bronze,2013,Apr,"University of Birmingham, School of Biosciences"
Dept,N/A,Bronze,2013,Apr,"University of Birmingham, School of Chemistry"
Dept,N/A,Bronze,2013,Apr,"University of Birmingham, School of Civil Engineering"
Dept,N/A,Bronze,2013,Apr,"University of Birmingham, School of Mathematics"
Dept,N/A,Bronze,2013,Apr,"University of Bristol, School of Clinical Sciences"
Dept,N/A,Bronze,2013,Apr,"University of Cambridge, Department of Engineering"
Dept,N/A,Bronze,2013,Apr,"University of Cambridge, Department of Veterinary Medicine"
Dept,N/A,Bronze,2013,Apr,"University of East Anglia, School of Biological Sciences"
Dept,N/A,Bronze,2013,Apr,"University of East Anglia, School of Pharmacy"
Dept,N/A,Bronze,2013,Apr,"University of Edinburgh, School of Engineering"
Dept,N/A,Bronze,2013,Apr,"University of Edinburgh, School of GeoSciences"
Dept,N/A,Bronze,2013,Apr,"University of Edinburgh, School of Mathematics"
Dept,N/A,Bronze,2013,Apr,"University of Exeter, College of Life and Environmental Sciences (Penryn)"
Dept,N/A,Bronze,2013,Apr,"University of Exeter, Exeter Medical School"
Dept,N/A,Bronze,2013,Apr,"University of Leeds, Faculty of Engineering"
Dept,N/A,Bronze,2013,Apr,"University of Leeds, School of Medicine"
Dept,N/A,Bronze,2013,Apr,"University of Leicester, Department of Cardiovascular Sciences"
Dept,N/A,Bronze,2013,Apr,"University of Leicester, Department of Chemistry"
Dept,N/A,Bronze,2013,Apr,"University of Leicester, Department of Computer Science"
Dept,N/A,Bronze,2013,Apr,"University of Liverpool, Institute of Ageing and Chronic Disease"
Dept,N/A,Bronze,2013,Apr,"University of Liverpool, Institute of Learning and Teaching"
Dept,N/A,Bronze,2013,Apr,"University of Manchester, School of Dentistry"
Dept,N/A,Bronze,2013,Apr,"University of Manchester, School of Medicine"
Dept,N/A,Bronze,2013,Apr,"University of Manchester, School of Nursing, Midwifery and Social Work"
Dept,N/A,Bronze,2013,Apr,"University of Manchester, School of Psychological Sciences"
Dept,N/A,Bronze,2013,Apr,"University of Nottingham, School of Chemistry"
Dept,N/A,Bronze,2013,Apr,"University of Nottingham, School of Computer Science"
Dept,N/A,Bronze,2013,Apr,"University of Nottingham, School of Geography"
Dept,N/A,Bronze,2013,Apr,"University of Nottingham, School of Health Sciences"
Dept,N/A,Bronze,2013,Apr,"University of Oxford, Department of Cardiovascular Medicine"
Dept,N/A,Bronze,2013,Apr,"University of Oxford, Department of Paediatrics"
Dept,N/A,Bronze,2013,Apr,"University of Oxford, Department of Physiology, Anatomy and Genetics"
Dept,N/A,Bronze,2013,Apr,"University of Oxford, Department of Psychiatry"
Dept,N/A,Bronze,2013,Apr,"University of Oxford, Mathematical Institute"
Dept,N/A,Bronze,2013,Apr,"University of Oxford, Nuffield Department of Medicine"
Dept,N/A,Bronze,2013,Apr,"University of Oxford, Nuffield Department of Obstetrics and Gynaecology"
Dept,N/A,Bronze,2013,Apr,"University of Oxford, Nuffield Department of Surgical Sciences"
Dept,N/A,Bronze,2013,Apr,"University of Reading, School of Psychology and Clinical Language Sciences"
Dept,N/A,Bronze,2013,Apr,"University of Sheffield, Department of Civil and Structural Engineering"
Dept,N/A,Bronze,2013,Apr,"University of Sheffield, Department of Computer Science"
Dept,N/A,Bronze,2013,Apr,"University of Sheffield, Department of Human Communication Sciences"
Dept,N/A,Bronze,2013,Apr,"University of Sheffield, Department of Materials Science and Engineering"
Dept,N/A,Bronze,2013,Apr,"University of Southampton, Engineering and the Environment"
Dept,N/A,Bronze,2013,Apr,"University of Southampton, Faculty of Health Sciences"
Dept,N/A,Bronze,2013,Apr,"University of St Andrews, School of Chemistry"
Dept,N/A,Bronze,2013,Apr,"University of Strathclyde, Strathclyde Institute of Pharmacy and Biomedical Sciences"
Dept,N/A,Bronze,2013,Apr,"University of the West of England, Bristol, Department of Biological, Biomedical and Analytical Sciences"
Dept,N/A,Bronze,2013,Apr,"University of Warwick, Department of Mathematics"
Dept,N/A,Bronze,2013,Apr,"University of Warwick, Department of Statistics"
Dept,N/A,Bronze,2013,Apr,"University of Warwick, WMG"
Dept,N/A,Bronze,2013,Apr,"University of York, Department of Health Sciences"
Institution,N/A,Bronze,2013,Apr,Coventry University
Institution,N/A,Bronze,2013,Apr,De Montfort University
Institution,N/A,Bronze,2013,Apr,Heriot-Watt University
Institution,N/A,Bronze,2013,Apr,King’s College London
Institution,N/A,Bronze,2013,Apr,Sheffield Hallam University
Institution,N/A,Bronze,2013,Apr,University of Essex
Institution,N/A,Bronze,2013,Apr,University of Stirling
Institution,N/A,Bronze,2013,Apr,"University of the West of England, Bristol"
Institution,N/A,Bronze,2013,Apr,University of Wolverhampton
Dept,N/A,Gold,2013,Apr,"Imperial College London, Department of Chemistry"
Dept,N/A,Silver,2013,Apr,"Cardiff University, School of Pharmacy and Pharmaceutical Sciences"
Dept,N/A,Silver,2013,Apr,"Durham University, Department of Psychology"
Dept,N/A,Silver,2013,Apr,"Keele University, Research Institute for Primary Care and Health Sciences"
Dept,N/A,Silver,2013,Apr,"Queen Mary, University of London, School of Biological and Chemical Sciences"
Dept,N/A,Silver,2013,Apr,"Queen’s University Belfast, School of Mathematics and Physics"
Dept,N/A,Silver,2013,Apr,"University College London, Division of Medicine"
Dept,N/A,Silver,2013,Apr,"University College London, Division of Psychology and Language Sciences"
Dept,N/A,Silver,2013,Apr,"University College London, Institute for Women’s Health"
Dept,N/A,Silver,2013,Apr,"University College London, Institute of Ophthalmology"
Dept,N/A,Silver,2013,Apr,"University College London, Mental Health Sciences Unit"
Dept,N/A,Silver,2013,Apr,"University of Cambridge, Department of Physics"
Dept,N/A,Silver,2013,Apr,"University of Cambridge, School of Clinical Medicine"
Dept,N/A,Silver,2013,Apr,"University of Edinburgh, School of Informatics"
Dept,N/A,Silver,2013,Apr,"University of Leicester, Department of Health Sciences"
Dept,N/A,Silver,2013,Apr,"University of Manchester, School of Chemistry"
Dept,N/A,Silver,2013,Apr,"University of Nottingham, Division of Otorhinolaryngology"
Dept,N/A,Silver,2013,Apr,"University of Oxford, National Perinatal Epidemiology Unit"
Dept,N/A,Silver,2013,Apr,"University of Sheffield, Medical School"
Dept,N/A,Silver,2013,Apr,"University of Strathclyde, Department of Civil and Environmental Engineering"
Institution,N/A,Silver,2013,Apr,University of Warwick
Dept,New,Bronze,2012,Nov,"Aston University, School of Life and Health Sciences"
Dept,New,Bronze,2012,Nov,"Cardiff University, School of Biosciences"
Dept,New,Bronze,2012,Nov,"Cardiff University, School of Dentistry"
Dept,New,Bronze,2012,Nov,"Cardiff University, School of Engineering"
Dept,New,Bronze,2012,Nov,"Cardiff University, School of Medicine"
Dept,New,Bronze,2012,Nov,"Department of Chemistry, University of Oxford"
Dept,New,Bronze,2012,Nov,"Department of Electronics, University of York"
Dept,New,Bronze,2012,Nov,"Department of Experimental Psychology, University of Oxford"
Dept,New,Bronze,2012,Nov,"Department of Physics, University of Oxford"
Dept,New,Bronze,2012,Nov,"Department of Psychology, University of Warwick"
Dept,New,Bronze,2012,Nov,"Faculty of Health and Medicine, Lancaster University"
Dept,New,Bronze,2012,Nov,"Imperial College London, Department of Mathematics"
Dept,New,Bronze,2012,Nov,"Imperial College London, Department of Medicine"
Dept,New,Bronze,2012,Nov,"London School of Hygiene and Tropical Medicine, Faculty of Epidemiology and Population Health"
Dept,New,Bronze,2012,Nov,"London School of Hygiene and Tropical Medicine, Faculty of Public Health and Policy"
Dept,New,Bronze,2012,Nov,"Plymouth University, School of Psychology"
Dept,New,Bronze,2012,Nov,"Psychology Group, Sheffield Hallam University"
Dept,New,Bronze,2012,Nov,"Queen Mary, University of London, School of Engineering and Materials Science"
Dept,New,Bronze,2012,Nov,"Royal Holloway, University of London, Department of Earth Sciences"
Dept,New,Bronze,2012,Nov,"School of Chemistry, University of Bristol"
Dept,New,Bronze,2012,Nov,"School of Electronic Engineering and Computer Science, Queen Mary, University of London"
Dept,New,Bronze,2012,Nov,"School of Pharmacy and Pharmaceutical Sciences, University of Manchester"
Dept,New,Bronze,2012,Nov,"Sheffield Hallam University, Department of Architecture and Planning"
Dept,New,Bronze,2012,Nov,"Sheffield Hallam University, Department of Engineering and Mathematics"
Dept,New,Bronze,2012,Nov,"University College London, Department of Computer Science"
Dept,New,Bronze,2012,Nov,"University College London, Department of Medical Physics and Bioengineering"
Dept,New,Bronze,2012,Nov,"University of Birmingham, College of Medical and Dental Sciences"
Dept,New,Bronze,2012,Nov,"University of Cambridge, Department of Chemistry"
Dept,New,Bronze,2012,Nov,"University of Cambridge, Department of Materials Science and Metallurgy"
Dept,New,Bronze,2012,Nov,"University of Edinburgh, The Royal (Dick) School of Veterinary Studies"
Dept,New,Bronze,2012,Nov,University of Leicester Department of Cancer Studies and Molecular Medicine
Dept,New,Bronze,2012,Nov,"University of Leicester, Department of Physics and Astronomy"
Dept,New,Bronze,2012,Nov,"University of Leicester, School of Psychology"
Dept,New,Bronze,2012,Nov,"University of Oxford, Department of Biochemistry"
Dept,New,Bronze,2012,Nov,"University of Oxford, Department of Engineering Science"
Dept,New,Bronze,2012,Nov,"University of Oxford, Department of Primary Care"
Dept,New,Bronze,2012,Nov,"University of Oxford, Health Sciences"
Dept,New,Bronze,2012,Nov,"University of Oxford, Nuffield Department of Clinical Neurosciences"
Dept,New,Bronze,2012,Nov,"University of Sheffield, School of Health and Related Research"
Dept,New,Bronze,2012,Nov,"University of Southampton, Chemistry"
Dept,New,Bronze,2012,Nov,"University of Southampton, Electronics and Computer Science"
Dept,New,Bronze,2012,Nov,"University of Southampton, Faculty of Medicine"
Dept,New,Bronze,2012,Nov,"University of Southampton, Ocean and Earth Science"
Dept,New,Bronze,2012,Nov,"University of Warwick, School of Engineering School of Life Sciences"
Institution,New,Bronze,2012,Nov,"Birkbeck College, University of London"
Institution,New,Bronze,2012,Nov,Brunel University
Institution,New,Bronze,2012,Nov,Manchester Metropolitan University
Institution,New,Bronze,2012,Nov,Oxford Brookes University
Institution,New,Bronze,2012,Nov,Queen Margaret University
Institution,New,Bronze,2012,Nov,The Open University
Institution,New,Bronze,2012,Nov,University of Aberdeen
Institution,New,Bronze,2012,Nov,University of Brighton
Institution,New,Bronze,2012,Nov,University of East Anglia
Institution,New,Bronze,2012,Nov,University of Glasgow
Institution,New,Bronze,2012,Nov,University of St Andrews
Institution,New,Bronze,2012,Nov,University of Surrey
Institution,New,Bronze,2012,Nov,University of Sussex
Institution,Renew,Bronze,2012,Nov,Newcastle University
Institution,Renew,Bronze,2012,Nov,Swansea University
Institution,Renew,Bronze,2012,Nov,The Institute of Cancer Research
Institution,Renew,Bronze,2012,Nov,University College London
Institution,Renew,Bronze,2012,Nov,University of Cambridge
Institution,Renew,Bronze,2012,Nov,University of Edinburgh
Institution,Renew,Bronze,2012,Nov,University of Leeds
Institution,Renew,Bronze,2012,Nov,University of Sheffield
Institution,Renew,Bronze,2012,Nov,University of Southampton
Dept,New,Gold,2012,Nov,"Queen’s University Belfast, School of Biological Sciences"
Dept,New,Gold,2012,Nov,"School of Chemistry, University of Edinburgh"
Dept,New,Silver,2012,Nov,"Department of Biosciences, Sheffield Hallam University"
Dept,New,Silver,2012,Nov,"Department of Earth Science and Engineering, Imperial College London"
Dept,New,Silver,2012,Nov,"Department of Materials, University of Oxford"
Dept,New,Silver,2012,Nov,"Department of Physics, Royal Holloway, University of London"
Dept,New,Silver,2012,Nov,"Department of Plant Sciences, University of Oxford"
Dept,New,Silver,2012,Nov,"Loughborough University, School of Sport, Exercise and Health Sciences"
Dept,New,Silver,2012,Nov,"Newcastle University, Institute of Cellular Medicine"
Dept,New,Silver,2012,Nov,"Queen’s University Belfast, School of Medicine, Dentistry and Biomedical Sciences"
Dept,New,Silver,2012,Nov,"Royal Holloway, University of London, Department of Psychology"
Dept,New,Silver,2012,Nov,"School of Chemical Engineering and Analytical Science, University of Manchester"
Dept,New,Silver,2012,Nov,"School of Nursing and Midwifery, Queen’s University Belfast"
Dept,New,Silver,2012,Nov,"University of Bristol, School of Oral and Dental Sciences"
Dept,New,Silver,2012,Nov,"University of Bristol, School of Social and Community Medicine"
Dept,New,Silver,2012,Nov,"University of Edinburgh, School of Biological Sciences University of Glasgow"
Dept,New,Silver,2012,Nov,"University of Edinburgh, School of Physics and Astronomy"
Dept,New,Silver,2012,Nov,"University of Sheffield, Department of Animal and Plant Sciences"
Dept,New,Silver,2012,Nov,"University of Warwick, Warwick Medical School"
Dept,Renew,Silver,2012,Nov,"Department of Physics, Imperial College London "
Dept,Renew,Silver,2012,Nov,"School of Physiology and Pharmacology, University of Bristol "
Dept,Renew,Silver,2012,Nov,"School of Psychology, University of Nottingham "
Dept,Renew,Silver,2012,Nov,"University College London, MRC Laboratory for Molecular Cell Biology"
Dept,Renew,Silver,2012,Nov,"University of Reading, School of Construction Management and Engineering"
Dept,Renew,Silver,2012,Nov,"University of Warwick, Department of Chemistry"
Institution,New,Silver,2012,Nov,Imperial College London
Institution,New,Silver,2012,Nov,University of Nottingham
